Category Id,HSN/SAC ,Category,CGST,SGST,IGST
3062,8523,"Discs, † † † † tapes, † † † † solid-state † † † † non-volatile storage † devices, †    ""smart † cards"" † and †    other media † for † the †    recording † of † sound †    or † of other phenomena, whether    or not recorded, including † †    matrices † † and † † masters † †    for † † the production † † † † of † † † †    discs, † † † † but † † † † excluding
      products of Chapter 37",9%,9%,18%
3063,8524,"Flat † Panel †    Display † Modules, † Whether †    or
      Not † † † † † † † Incorporating † † † † † † † Touch-Sensitive Screens",9%,9%,18%
3064,8525    or 8806,"Closed-circuit † † † † † † † television † † † † † † † (CCTV), transmission † † † † † apparatus † † † † † † for † † † † † † radio- broadcasting † or television, † whether †    or † not incorporating reception    apparatus or sound recording † † † †    or † † † † reproducing † † † † apparatus; television † † cameras, † †    digital † † cameras † † and video camera recorders including goods    in the † † form † † of † †    unmanned † † aircraft † † falling under † † 8806 † †    [other † † than † † two-way † †    radio
      (Walkie † talkie) † used †    by † defence, † police and paramilitary forces, etc.",9%,9%,18%
3065,8526,"Radar † † apparatus, † † radio † †    navigational † † aid    apparatus † † † and † † † radio † † †    remote † † † control
      apparatus",9%,9%,18%
3066,8527,"Reception † † † † † † † apparatus † † † † † † † for † † † † † † † radio- broadcasting, whether or not    combined, in the same housing, with sound recording or
      reproducing apparatus or a clock",9%,9%,18%
3067,8528,"Television † set † †    (including † † LCD † † or † †    LED television of screen size not exceeding † [32
      inches",9%,9%,18%
3068,8528,"Computer    monitors not exceeding † 32
      inches, Set top Box for    Television (TV)",9%,9%,18%
3069,8529,"Parts    suitable † for use † solely or principally
      with † the † apparatus †    of † headings † 8525 †    to 8528",9%,9%,18%
3070,8530,"Electrical † † † signalling, † † † safety † † †    or † † † traffic control equipment    for railways, tramways, roads, inland waterways, parking facilities,    port † installations † or †    airfields † (other † than
      those of heading 8608)",9%,9%,18%
3071,8531,"Electric † † † † sound † † † †    or † † † † visual † † † † signalling apparatus † † † (for † † †    example, † † † bells, † † † sirens, indicator † panels, †    burglar † or † fire †    alarms),
      other than those of heading 8512 or 8530",9%,9%,18%
3072,8532,"Electrical † † capacitors, † † fixed, † †    variable † † or adjustable    (pre-set)",9%,9%,18%
3073,8533,"Electrical    resistors (including rheostats and potentiometers), † † † † other † † † †    than † † † † heating
      resistors",9%,9%,18%
3074,8534    00 00,Printed    Circuits,9%,9%,18%
3075,8535,"Electrical † † † apparatus † † † for † † †    switching † † † or protecting    electrical circuits, or for making connections to or in electrical circuits    (for example, † † † † switches, † † † † † fuses, † † † † † lightning arresters, † † † † † † voltage † † † † † † limiters, † † † † † † surge suppressors, † plugs †    and † other † connectors, junction † boxes), †    for † a † voltage †    exceeding
      1,000 volts",9%,9%,18%
3076,8536,"Electrical † † † apparatus † † † for † † †    switching † † † or protecting    electrical circuits, or for making connections to or in electrical circuits    (for example, † † switches, † † relays, † †    fuses, † † surge suppressors, † plugs, †    sockets, † lamp † holders, and † other †    connectors, † junction † boxes), †    for a † † voltage † † not † †    exceeding † † 1,000 † † volts † †    : connectors † for † 26 †    optical † fibres, † optical
      fibre bundles or cables",9%,9%,18%
3077,8537,"Boards, † panels, †    consoles, † desks, † cabinets and † other † †    bases, † † equipped † with †    two † or more † apparatus of † heading †    8535 † or † 8536, for †    electric † control † or †    the † distribution † of electricity, † † including †    those † incorporating instruments    or apparatus of chapter 90, and
      numerical † † control † apparatus, † †    other † † than switching apparatus    of heading 8517",9%,9%,18%
3078,8538,"Parts    suitable † for use † solely or principally with the † apparatus of heading † 8535, †    8536
      or 8537",9%,9%,18%
3079,8539,Electrical † Filament †    or † discharge † lamps including † † sealed † †    beam † † lamp † † units † †    and ultra-violet † or † infrared †    lamps; † arc † lamps,9%,9%,18%
3080,8540,"Thermionic,    cold cathode or photo-cathode valves and tubes (for example, vacuum or    vapour † † or † † gas † †    filled † † valves † † and † †    tubes, mercury † arc † rectifying †    valves † and † tubes,
      cathode-ray tubes, television camera tubes)",9%,9%,18%
3081,8541,"Semiconductor † † Devices † †    (for † † example, Diodes,    Transistors, Semiconductor Based Transducers); † † † † † † † † † † † † † † † † † † † † † † † Photosensitive    Semiconductor † † † devices; † † † Light-Emitting Diodes † (LED), †    whether † or † not †    assembled
      with † other † Light-Emitting † Diodes †    (LED); Mounted Piezo-Electric crystals",9%,9%,18%
3082,8542,Electronic    integrated circuits,9%,9%,18%
3083,8543,"Electrical    machines and † apparatus, † having individual † † † functions, † † † not † † †    specified † † † or
      included elsewhere in this Chapter",9%,9%,18%
3084,8544,"Insulated † † (including † † enamelled † †    or anodised) † wire, † cable †    (including † co-axial cable) † † † † and † † † †    other † † † † insulated † † † † electric conductors, † † whether † †    or † † not † † fitted † †    with connectors; † optical † fibre †    cables, † made † up of individually sheathed fibres, whether    or
      not † assembled † with †    electric † conductors or fitted    with connectors",9%,9%,18%
3085,8545,"Carbon    electrodes, carbon brushes, Lamp
      carbons, battery carbons and other articles of † † graphite † †    or † † other † † carbon, † †    with † † or
      without metal, of a kind used for electrical purposes",9%,9%,18%
3086,8546,Electrical    insulators of any material,9%,9%,18%
3087,8547,"Insulating † fittings †    for † electrical † machines, appliances † † or † †    equipment, † † being † † fittings wholly † of †    insulating † material † apart †    from any † † minor † † components † † of † †    metal † † (for example, † † threaded † †    sockets) † † incorporated during    moulding solely for the purposes of assembly, other than insulators of    heading 8546; † electrical † conduit †    tubing † and † joints therefor, † † † of † † †    base † † † metal † † † lined † † †    with
      insulating material",9%,9%,18%
3088,8548    or 8549,"Waste    and scrap of primary cells, primary batteries †    and † electric † accumulators; † spent primary cells, † spent †    primary † batteries † and spent electric accumulators; electrical    parts of machinery or apparatus, not specified or
      included elsewhere in this Chapter",9%,9%,18%
3089,8601,"Rail † † † locomotives † † † powered † † †    from † † † an
      external source of electricity or by electric accumulators.",9%,9%,18%
3090,8602,"Other † † † † rail † † † †    locomotives; † † † † locomotive    tenders; † † † † † such † † † † † as † † † † †    Diesel † † † † † electric    locomotives, † † † † Steam † † † locomotives † † † and
      tenders thereof",9%,9%,18%
3091,8603,"Self-propelled † † † † † railway † † † † † or † † † † †    tramway
      coaches, vans and trucks, other than those of heading8604.",9%,9%,18%
3092,8604,"Railway † † † or † † †    tramway † † † maintenance † † † or service † † vehicles, † †    whether † † or † † not † †    self- propelled (for example, workshops, cranes, ballast † † † tampers, † † † track † † †    liners, † † † testing
      coaches and track inspection vehicles)",9%,9%,18%
3093,8605,"Railway † or †    tramway † passenger † coaches, not † † self-propelled; † † luggage † †    vans, † † post office † coaches †    and † other † special †    purpose railway † † or † † tramway † †    coaches, † † not † † self- propelled † † (excluding † † those † †    of † † heading
      8604)",9%,9%,18%
3094,8606,"Railway † † or † †    tramway † † goods † † vans † †    and wagons, not self-propelled",9%,9%,18%
3095,8607,"Parts † of †    railway † or † tramway †    locomotives or †    rolling-stock; † such † as †    Bogies, † bissel- bogies, † † † axles † † †    and † † † wheels, † † † and † † †    parts
      thereof.",9%,9%,18%
3096,8608,"Railway † or † †    tramway † track † † fixtures † †    and fittings; † † mechanical † † (including † † electro- mechanical) † † signalling, † † safety † †    or † † traffic control equipment    for railways, tramways, roads, inland waterways, parking facilities,    port † installations † or †    airfields; † parts † of †    the
      foregoing.",9%,9%,18%
3097,8609,"Containers † (including †    containers † for † the transport of fluids) specially designed    and equipped † † for † † carriage † †    by † † one † † or † †    more
      modes † of transport † [including †    refrigerated containers]",9%,9%,18%
3098,8702,"Buses † for †    use † in † public †    transport † which
      exclusively run on Bio-fuels",9%,9%,18%
3099,8703,"Following † motor †    vehicles † of † length †    not exceeding 4000 mm, namely: -
      (a) † † † Petrol, † † † Liquefied † † † petroleum † † gases (LPG) † or †    compressed † natural † gas †    (CNG) driven † † vehicles † † of † †    engine † † capacity † † not exceeding 1200cc; and
      (b) † † Diesel † † driven † †    vehicles † † of † † engine capacity not exceeding 1500    cc
      for † † † persons † † † with † † †    orthopedic † † † physical    disability, † subject † to †    the † condition † that †    an officer † † not † † below † †    the † † rank † † of † †    Deputy Secretary † to † the †    Government † of † India †    in the † † † Department † † † of † † †    Heavy † † † Industries certifies † that †    the † said † goods †    shall † be † used by †    the † persons † with †    orthopedic † physical    disability † † † † in † † † † accordance † † † † with † † † †    the guidelines † † † † † † issued † † † † † † by † † † † † † the † † † † † † said †    Department",9%,9%,18%
3100,8704,Refrigerated    motor vehicles,9%,9%,18%
3101,8705,"Special † purpose †    motor † vehicles, † other †    than those principally designed for the transport of persons † or †    goods † (for † example, †    breakdown lorries, † † crane † † lorries, † †    fire † † fighting † † vehicles, concrete-mixer † lorries, †    road † sweeper † lorries, spraying † † lorries, † †    mobile † † workshops, † † mobile
      radiological unit)",9%,9%,18%
3102,8708,"Following    parts of tractors namely:
      a. † Rear Tractor wheel rim,
      b. † tractor centre housing,
      c. † tractor housing transmission,
      d. † tractor support front axle",9%,9%,18%
3103,8709,"Works † trucks, †    self-propelled, † not † fitted †    with lifting † † or † † handling † †    equipment, † of † † the † †    type used † in † factories, †    warehouses, † dock † areas †    or airports for short distance transport of goods; tractors † of †    the † type † used †    on † railway † station
      platforms; parts of the foregoing vehicles",9%,9%,18%
3104,8715,Baby    carriages and parts thereof,9%,9%,18%
3105,8716,"Trailers † and †    semi-trailers; † other † vehicles, †    not mechanically †    propelled; † parts † thereof †    [other than Self-loading or self-unloading trailers for agricultural † † purposes, † †    and † † Hand † † propelled vehicles † (e.g. †    hand † carts, † rickshaws †    and † the
      like); animal drawn vehicles]",9%,9%,18%
3106,8801,"Balloons † and †    dirigibles, † gliders † and †    other
      non-powered aircraft",9%,9%,18%
3107,8804,"Parachutes † (including †    dirigible † parachutes and † † paragliders) † † and † †    rotochutes; † † parts thereof † and †    accessories † thereto † and †    parts
      thereof",9%,9%,18%
3108,8805,"Aircraft † launching †    gear, † deck † arrestor †    or similar † gear; † ground †    flying † trainers † and
      parts thereof",9%,9%,18%
3109,8807,Parts    of goods of heading 8801 Äù;,9%,9%,18%
3110,8908    00 00,"Vessels † and †    other † floating † structures †    for
      breaking up",9%,9%,18%
3111,9001,"Optical † fibres †    and † optical † fibre †    bundles; optical † fibre † cables †    other † than † those †    of heading † † † 8544; † † † sheets † † †    and † † † plates † † † of polarising † † material; †    prisms, † † mirrors † and other †    optical † elements, † of †    any † material,
      unmounted, † other † than †    such † elements † of glass not optically worked",9%,9%,18%
3112,9002,"Lenses, † prisms, †    mirrors † and † other †    optical elements, of any material, †    mounted, being parts † † of † † or † †    fittings † † for † † instruments † † or apparatus, † † other † †    than † † such † † elements † †    of glass † † not † † optically † †    worked † † [other † † than
      intraocular lens]",9%,9%,18%
3113,9004,"Spectacles † [other †    than † corrective];
      goggles † † including † † those † †    for † † correcting vision",9%,9%,18%
3114,9005,"Binoculars, † † † monoculars, † † † other † † †    optical telescopes, † † and † † 27 † †    mountings † † therefor; other † † † † astronomical † † † † instruments † † † † and mountings † † therefor, † †    but † † not † † including
      instruments for radio-astronomy",9%,9%,18%
3115,9006,"Photographic    (other than cinematographic) cameras; photographic flashlight apparatus    and † flashbulbs other than    discharge † lamps
      of heading 8539",9%,9%,18%
3116,9007,"Cinematographic † cameras †    and † projectors, whether † † † or † † †    not † † † incorporating † † † sound
      recording or reproducing apparatus",9%,9%,18%
3117,9008,"Image † † † † † † † † projectors, † † † † † † † † other † † † † † † † † than
      cinematographic; photographic (other than cinematographic) enlargers and    reducers",9%,9%,18%
3118,9010,"Apparatus and    equipment for photographic (including † †    cinematographic) † † laboratories,    not specified or included elsewhere in this
      Chapter; negatoscopes; projection screens",9%,9%,18%
3119,9011,"Compound † optical †    microscopes, † including    those † † † † † † † † † † † † for † † † † † † † † † † † † photomicrography
      cinephotomicrography or microprojection",9%,9%,18%
3120,9012,"Microscopes † † † † † † † other † † † † † † † than † † † † † † † optical microscopes;
      diffraction apparatus",9%,9%,18%
3121,9013,"Lasers, † other †    than † Laser † Diodes; †    other Optical † Appliances † and †    Instruments, † not specified † † or † †    included † † elsewhere † † in † †    this
      Chapter",9%,9%,18%
3122,9014,Direction † † † † finding † † † † compasses; † † † † other navigational instruments and    appliances,9%,9%,18%
3123,9015,"Surveying † † (including † † photogrammetrical surveying), † hydrographic, † oceanographic, hydrological, † † † † † † † † † † meteorological † † † † † † † † † or geophysical † † instruments † † and † †    appliances,
      excluding compasses; rangefinders",9%,9%,18%
3124,9016,"Balances    of a sensitivity of 5 cg or better,
      with or without weights",9%,9%,18%
3125,9017,"Drawing,    marking-out or mathematical calculating instruments (for example, drafting    machines, pantographs, protractors, drawing sets, slide rules, disc    calculators); instruments for measuring length, for use in the hand (for    example, measuring rods and tapes, micrometers, callipers), not specified or    included elsewhere in this chapter",9%,9%,18%
3126,9022,"Apparatus    based on the use of X-rays or of †    alpha, † beta, † gamma †    or † other † ionizing radiations † [other †    than † those † for †    medical, surgical, † † †    dental † † † or † † † veterinary † † † uses], including † † † radiography † † † or † † †    radiotherapy apparatus, †    X-ray † tubes † and †    other † X-ray generators, † † † † high † † † †    tension † † † † generators,    control † † panels † † and † †    desks, † † screens, † † 28
      examinations † or † treatment †    tables, † † chairs and the like",9%,9%,18%
3127,9023,"Instruments, † † † † apparatus † † † † and † † † †    models, designed for demonstrational purposes (for example, † † in † †    education † † or † † exhibitions),
      unsuitable for other uses",9%,9%,18%
3128,9024,"Machines † and †    appliances † for † testing †    the hardness, † † † † † †    strength, † † † † † † compressibility,    elasticity or other mechanical properties of
      materials † † (for † † example, † †    metals, † † wood, textiles, paper,    plastics)",9%,9%,18%
3129,9025,"Hydrometers † † † † † and † † † † †    similar † † † † † † floating    instruments, † † † thermometers, † † † pyrometers, barometers, † † † † † † † † † † † hygrometers † † † † † † † † † † † and psychrometers, † recording †    or † not, † and †    any
      combination of these instruments",9%,9%,18%
3130,9026,"Instruments † and †    apparatus † for † measuring or † checking †    the † flow, † level, †    pressure † or other † † variables †    of † liquids † or †    gases † (for
      example, † † † flow † † † meters, † † †    level † † † gauges,manometers, † † † † heat † † † †    meters), † † † † excluding
      instruments † † and † † apparatus † †    of † † heading 9014, 9015, 9028 or    9032",9%,9%,18%
3131,9027,"Instruments † and †    apparatus † for † physical †    or chemical † † † † † † analysis † † † † † † (for † † † † † † example, polarimeters, † † † † † † † † † † † † † † † † † † † † † † † refractometers,    spectrometers, † † † gas † † or † † †    smoke † † † analysis    apparatus); † instruments † and †    apparatus † for measuring or    checking viscosity, porosity, expansion, † †    surface † † tension † † or † †    the † † like; instruments and    appratus for measuring or checking quantities of heat, sound or light
      (including exposure meters); microtomes",9%,9%,18%
3132,9028,"Gas, † † † liquid † † †    or † † † electricity † † † supply † † †    or production † † meters, † † including † †    calibrating
      meters therefor",9%,9%,18%
3133,9029,"Revolution † counters, †    production † counters,    taximeters, † mileometers, † pedometers †    and the like; speed indicators and tachometers,
      other than those of heading 9014 or 9015; stroboscopes",9%,9%,18%
3134,9030,"Oscilloscopes, † † † spectrum † †    analysers † † † and other † † † instruments † † † and † † †    apparatus † † † for measuring † † † † † † or † † † † † † checking † † † † † † electrical quantities, † † excluding † †    meters † † of † † heading 90.28; † † † instruments † † † and † † †    apparatus † † † for measuring † † † or † † †    detecting † † † alpha, † † † beta, gamma, † X Äëray, †    cosmic † or † other †    ionising
      radiations",9%,9%,18%
3135,9031,"Measuring † † † † or † † † †    checking † † † † instruments,    appliances † and † machines, †    not † specified † or
      included elsewhere in this Chapter; profile projectors",9%,9%,18%
3136,9032,"Automatic † † † † regulating † † † † or † † † †    controlling
      instruments and apparatus",9%,9%,18%
3137,9033,"Parts † † and † †    accessories † † (not † † specified † †    or included † elsewhere † in †    this † Chapter) † for machines, † † † † appliances, † † † † instruments † † † or
      apparatus of Chapter 90",9%,9%,18%
3138,9101,"Wrist-watches, † pocket-watches † and †    other watches, including stop-watches, with case of † precious †    metal † or † of †    metal † clad † with
      precious metal",9%,9%,18%
3139,9102,"Wrist-watches, † pocket-watches † and †    other
      watches, † † including † † stop † †    watches, † † other than those of    heading 9101",9%,9%,18%
3140,9103,"Clocks † with †    watch † movements, † excluding
      clocks of heading 9104",9%,9%,18%
3141,9104,"Instrument † panel †    clocks † and † clocks †    of † a similar † † † † type † † † †    for † † † † vehicles, † † † † aircraft,
      spacecraft or vessels",9%,9%,18%
3142,9105,Other    clocks,9%,9%,18%
3143,9106,"Time † † of † †    day † † recording † † apparatus † †    and apparatus † † for † † measuring, † † recording † †    or otherwise indicating intervals of time, with clock † † † or † † †    watch † † † movement † † † or † † †    with synchronous † † motor † † (for † †    example, † † time-
      registers, time-recorders)",9%,9%,18%
3144,9107,"Time † † † switches † † † with † † †    clock † † † or † † † watch
      movement or with synchronous motor",9%,9%,18%
3145,9108,"Watch † † † † † movements, † † † † † complete † † † † † and
      assembled",9%,9%,18%
3146,9109,"Clock † † † † † † movements, † † † † † † complete † † † † † † and
      assembled",9%,9%,18%
3147,9114,Other    clock or watch parts,9%,9%,18%
3148,9110,"Complete † † watch † †    or † † clock † † movements, unassembled † † † † † or † † † † † †    partly † † † † † assembled    (movement † † sets); † † incomplete † † watch † †    or clock movements, assembled; rough watch
      or clock movements",9%,9%,18%
3149,9111,Watch    cases and parts thereof,9%,9%,18%
3150,9112,"Clock † cases †    and † cases † of †    a † similar † type for †    other † goods † of this †    chapter, † and † parts
      thereof",9%,9%,18%
3151,9113,"Watch † † straps, † †    watch † † bands † † and † †    watch bracelets, and parts thereof",9%,9%,18%
3152,9201,"Pianos,    including automatic pianos; harpsi- chords † † †    and † † † other † † † keyboard † † † stringed
      instruments",9%,9%,18%
3153,9202,"Other † † † string † † †    musical † † instruments † † (for
      example, guitars, violins, harps)",9%,9%,18%
3154,9205,"Wind † musical †    instruments † (for † example, keyboard † † † † † pipe † † † † † organs, † † † † † accordions, clarinets, † trumpets, †    bagpipes), † other † than fairground † organs †    and † mechanical † street
      organs",9%,9%,18%
3155,9206    00 00,"Percussion † † † † musical † † † † instruments † † † † (for
      example, † † drums, † † xylophones, † † cymbols, castanets, maracas)",9%,9%,18%
3156,9207,"Musical    instruments, the sound of which is produced, † † † † or † † † † †    must † † † † † be † † † † † amplified, electrically † (for †    example, † organs, † guitars,
      accordions)",9%,9%,18%
3157,9208,"Musical † † † † † boxes, † † † † † fairground † † † † † organs, mechanical † † † street † † †    organs, † † † mechanical    singing † † birds, † † musical † †    saws † † and † † other musical instruments not falling    within any other † heading † of this †    chapter; † decoy calls of all    kinds; whistles, call horns and other
      mouth-blown sound signalling instruments",9%,9%,18%
3158,9209,"Parts † † † (for † † †    example, † † † mechanisms † † † for musical † † † boxes) † † †    and † † † accessories † † † (for example, † † † cards, † † †    discs † † † and † † † rolls † † †    for mechanical † † † †    instruments) † † † † of † † † † musical instruments; metronomes, tuning    forks and
      pitch pipes of all kinds",9%,9%,18%
3159,9301,"Military † † weapons † †    other † † than † † revolvers, pistols",9%,9%,18%
3160,9303,"Other † firearms †    and † similar † devices †    which operate † † by † † the † †    firing † † of † † an † †    explosive charge † † (for † † example, † †    sporting † † shotguns and † rifles, †    muzzle-loading † firearms, † very pistols † † and † †    other † † devices † † designed † †    to project † † only † † signal † †    flares, † † pistols † † and revolvers † † for † †    firing † † blank † † ammunition, captive-bolt † humane †    killers, † line-throwing
      guns)",9%,9%,18%
3161,9304,"Other    arms (for example, spring, air or gas
      guns † and † pistols, †    truncheons), † excluding those of    heading 9307",9%,9%,18%
3162,9305,"Parts † † † and † † †    accessories † † † of † † † articles † † † of
      headings 9301 to 9304",9%,9%,18%
3163,9306,"Bombs, † † † † grenades, † † † † torpedoes, † † † † mines, missiles, and similar munitions    of war and parts † † † † thereof; † † † † cartridges † † † † and † † † †    other ammunition † † and † † † projectiles † † and † † †    parts
      thereof, including shot and cartridge wads",9%,9%,18%
3164,9307,"Swords, † cut †    lasses, † bayonets, † lances †    and
      similar † † † arms † † † and † † †    parts † † † thereof † † † and scabbards and sheaths therefor",9%,9%,18%
3165,"9401    [other than
      9401 10 00]","Seats † (other †    than † those † of †    heading † 9402), whether † or †    not † convertible † into †    beds, † and parts † thereof †    [other † than † seats †    of † a † kind
      used for aircraft]",9%,9%,18%
3166,9402,"Medical, † † surgical, † †    dental † † or † † veterinary furniture † (for †    example, † operating † tables, examination † † tables, † †    hospital † † beds † † with mechanical † † † † fittings, † † † † dentists' † † † † chairs); barbers' † chairs †    and † similar † chairs, †    having rotating † † as † † well † †    as † † both † † reclining † †    and
      elevating † † † † movements; † † † † parts † † † †    of † † † † the foregoing articles",9%,9%,18%
3167,9403,"Other † † furniture † †    [other † † than † † furniture wholly † made †    of † bamboo, † cane †    or † rattan]
      and parts thereof",9%,9%,18%
3168,9404,"Mattress † supports; †    articles † of † bedding and † † † similar † † †    furnishing † † † (for † † † example, mattresses, † † quilts, † †    eiderdowns, † † cushions, pouffes    and pillows) fitted with springs or stuffed † † †    or † † † internally † † † fitted † † †    with † † † any material † or †    of † cellular † rubber †    or † plastics, whether † or †    not † covered † [other †    than † coir products (except coir    mattresses), products
      wholly † made † of †    quilted † textile † materials and cotton quilts",9%,9%,18%
3169,9405,"Luminaires    and lighting fittings including searchlights † † † and † † †    spotlights † † † and † † † parts thereof, † † † † not † † † †    elsewhere † † † † specified † † † † or included; † † illuminated † † signs, † †    illuminated nameplates † † †    and † † † the † † † like, † † †    having † † † a permanently † fixed †    light † source, † and †    parts thereof not elsewhere specified or included
      [other † than † kerosene †    pressure † lantern † and parts † † †    thereof † † † including † † † gas † † †    mantles; hurricane † † † † †    lanterns, † † † † † kerosene † † † † † lamp, petromax, † † † glass † † †    chimney, † † † and † † † parts thereof.",9%,9%,18%
3170,9406,Prefabricated    buildings,9%,9%,18%
3171,9503,"Electronic † † Toys † †    like † † tricycles, † † scooters,
      pedal † † † cars † † † etc. † † †    (including † † † parts † † † and accessories thereof)",9%,9%,18%
3172,9504,"Video † † † game † † †    consoles † † † and † † † machines, articles of funfair, table † or parlour †    games, including pintables, billiards, special tables for † casino †    games † and † automatic †    bowling alley equipment [other than playing cards, ganjifa card, chess    board, carom board and
      other board games of 9504 90 90 like ludo, etc.]",9%,9%,18%
3173,9505,"Festive, † † carnival †    or † † other † † entertainment articles, † † including † †    conjuring † † tricks † † and
      novelty jokes",9%,9%,18%
3174,9506,"Articles † † † and † † †    equipment † † † for † † † general physical † † exercise, † †    gymnastics, † † athletics,    swimming pools and padding pools other
      than sports goods",9%,9%,18%
3175,9508,"Travelling † † † † Circuses † † † † and † † † †    Travelling Menageries; †    Amusement † Park † Rides †    and Water † † † † Part † † † Amusements; † † † Fairground Amusements, † † † † † † † † including † † † † † † † † Shooting
      Galleries; Travelling Theatres",9%,9%,18%
3176,9602,"Worked † † vegetable † †    or † † mineral † † carving material † and † †    articles † † of † these † †    materials moulded † † or † † carved † †    articles † † of † † wax, † †    of stearin, of natural gums or natural resins or of modelling pastes,    and other moulded or carved †    articles, † not † elsewhere †    specified † or
      included; † † † worked, † † † unhardened † † † gelatin (except † † gelatin † †    of † † heading † † 3503) † †    and articles of unhardened gelatin",9%,9%,18%
3177,"9606    21 00, 9606
      22 00, 9606 29,
      9606 30","Buttons, † of †    plastics † not † covered †    with † the textile † material, of base † metals, buttons of
      coconut shell, button blanks",9%,9%,18%
3178,"9603    [other than
      9603 10 00]","Brushes † † (including † † brushes † †    constituting parts of machines, appliances or vehicles), hand † operated †    mechanical † floor † sweepers, not † motorised, †    mops † and † feather †    dusters; prepared † † knots † † and † †    tufts † † for † † broom †    or brush † † making; † † paint † †    pads † † and † † rollers; squeegees † † (other † †    than † † roller † † squeegees) [other than brooms and brushes,    consisting of † † twigs † † or † †    other † † vegetable † † materials
      bound together, with or without handles]",9%,9%,18%
3179,9604    00 00,Hand    sieves and hand riddles,9%,9%,18%
3180,9605,"Travel † sets †    for † personal † toilet, †    sewing † or
      shoe or clothes cleaning",9%,9%,18%
3181,9608,"Ball † point †    pens; † felt † tipped †    and † other porous-tipped † pens †    and † markers; † fountain pens; † † stylograph † † pens † †    and † † other † † pens; duplicating † † stylos; † †    pen † † holders, † † pencil holders † † † † and † † † †    similar † † † † holders; † † † † parts (including caps and clips) of the    foregoing articles, † † other † † than † †    those † † of † † heading 9609",9%,9%,18%
3182,9610    00 00,"Boards, † with †    writing † or † drawing †    surface,
      whether or not framed",9%,9%,18%
3183,9611,"Date, † sealing †    or † numbering † stamps, †    and the † like † (including †    devices † for † printing †    or embossing † labels), † designed †    for † operating in † † the † †    hand; † † hand-operated † † composing
      sticks and hand printing sets incorporating such composing sticks",9%,9%,18%
3184,9612,"Typewriter † or †    similar † ribbons, † † inked †    or otherwise prepared for giving impressions, whether † or †    not on spools or in cartridges;
      ink-pads, † whether † or †    not † inked, † with †    or without boxes",9%,9%,18%
3185,9613,"Cigarette † † lighters † †    and † † other † † lighters, whether † or †    not † mechanical † or †    electrical,
      and † † parts † † thereof † †    other † † than † † flints † †    or wicks",9%,9%,18%
3186,9616,"Scent    sprays and similar toilet sprays, and mounts †    and † heads † therefor; †    powder-puffs and † pads † for †    the † application † of †    cosmetics
      or toilet preparations",9%,9%,18%
3187,9617,"Vacuum    flasks and other vacuum vessels, Complete; †    parts † thereof † other †    than † glass
      inners",9%,9%,18%
3188,9618,"Tailors' † dummies †    and † other † lay †    figures;
      automata † † and † † other † †    animated † † displays, used for    shop window dressing",9%,9%,18%
3189,9620    00 00,"Monopods, † † bipods, † †    tripods † † and † † similar
      articles",9%,9%,18%
3190,9801,"All † items †    of † machinery † including †    prime movers, † † † †    instruments, † † † † apparatus † † † † and appliances, † control †    gear † and † transmission equipment, auxiliary equipment    (including those † † † † † required † † † † † for † † † † †    research † † † † † and    development † purposes, testing † and †    quality control), † † † as † † † well † † †    as † † † all † † † components (whether † finished or not) or raw materials for the    manufacture of the aforesaid items and † †    their † † components, † † required † †    for † † the initial † † setting † † †    up † † † of † † a † † †    unit, † † † or † † the substantial † expansion †    of † an † existing †    unit, of a specified:
      (1) industrial plant,
      (2) irrigation project,
      (3) power project,
      (4) mining project,
      (5) project † for † the †    exploration † for † oil †    or other minerals, and
      (6) such † † other † † projects † †    as † † the † † Central Government may, having regard to    the economic † development † of †    the † country notify † in †    the † Official † Gazette †    in † this behalf;
      and † † † spare † † † parts, † †    other † † † raw † † † materials (including † † † semi-finished † † † materials † † † of consumable † stores) †    not † exceeding † 10% †    of the † value † of †    the † goods † specified †    above, provided † † † that † † † such † † †    spare † † † parts, † † † raw materials † † † † or † † † †    consumable † † † † stores † † † † are
      essential † for † the †    maintenance † of the † plant or project mentioned in (1) to (6)    above.",9%,9%,18%
3191,9802,Laboratory    chemicals,9%,9%,18%
3192,4011    70 00,Tyre    for tractors,9%,9%,18%
3193,4013    90 49,Tube    for tractor tyres,9%,9%,18%
3194,8408    20 20,"Agricultural † † Diesel † †    Engine † † of † † cylinder
      capacity exceeding 250 cc for Tractor",9%,9%,18%
3195,8413    81 90,Hydraulic    Pumps for Tractors,9%,9%,18%
3196,8708    10 10,Bumpers    and parts thereof for tractors,9%,9%,18%
3197,8708    30 00,"Brakes † assembly †    and † its † parts †    thereof † for
      tractors",9%,9%,18%
3198,8708    40 00,Gear    boxes and parts thereof for tractors,9%,9%,18%
3199,8708    50 00,Transaxles    and its parts thereof for tractors,9%,9%,18%
3200,8708    70 00,"Road † † wheels † †    and † † parts † † and † †    accessories
      thereof for tractors",9%,9%,18%
3201,8708    91 00,"(i) † Radiator † †    assembly † † for † † tractors † †    and parts thereof
      (ii) † Cooling † system for tractor engine † and parts thereof",9%,9%,18%
3202,8708    92 00,"Silencer † assembly †    for † tractors † and †    parts
      thereof",9%,9%,18%
3203,8708    93 00,"Clutch † assembly †    and † its † parts †    thereof † for
      tractors",9%,9%,18%
3204,8708    94 00,"Steering † wheels †    and † its † parts †    thereof † for
      tractor",9%,9%,18%
